0 0.580648 0.204491
0.344828 1.28722 0.193339
0.689655 1.72941 0.30636
1.03448 2.83938 0.142957
1.37931 3.41688 0.19464
1.72414 4.01517 0.225476
2.06897 4.57411 0.176591
2.41379 4.99401 0.227067
2.75862 5.31897 0.269818
3.10345 5.95381 0.233051
3.44828 5.9721 0.255446
3.7931 6.28197 0.201986
4.13793 6.94878 0.235645
4.48276 7.19407 0.126738
4.82759 7.33881 0.246382
5.17241 6.94919 0.247899
5.51724 7.09115 0.211179
5.86207 7.28595 0.14178
6.2069 7.20593 0.161611
6.55172 6.66162 0.182808
6.89655 6.81362 0.142614
7.24138 6.43529 0.207168
7.58621 6.99747 0.255174
7.93103 5.75905 0.179022
8.27586 5.86411 0.21709
8.62069 5.58835 0.258575
8.96552 4.60444 0.209733
9.31034 4.39111 0.201754
9.65517 4.51882 0.189443
10 3.62866 0.267552
