0 0.145878 0.204491
0.344828 0.276827 0.193339
0.689655 0.281827 0.30636
1.03448 1.13519 0.142957
1.37931 1.67444 0.19464
1.72414 2.46453 0.225476
2.06897 3.40701 0.176591
2.41379 4.30198 0.227067
2.75862 5.04582 0.269818
3.10345 5.89134 0.233051
3.44828 5.81199 0.255446
3.7931 5.70876 0.201986
4.13793 5.73591 0.235645
4.48276 5.26305 0.126738
4.82759 4.76264 0.246382
5.17241 3.90931 0.247899
5.51724 3.81573 0.211179
5.86207 3.99714 0.14178
6.2069 4.09025 0.161611
6.55172 3.86311 0.182808
6.89655 4.44083 0.142614
7.24138 4.57285 0.207168
7.58621 5.71637 0.255174
7.93103 5.12343 0.179022
8.27586 5.93517 0.21709
8.62069 6.42613 0.258575
8.96552 6.26855 0.209733
9.31034 6.94106 0.201754
9.65517 8.01406 0.189443
10 8.12866 0.267552
